// vid	name	description
m170_02	Small_Blue Heart	Blue Heart's moist jelly armor. Keeps tough demon skin safe.
m171_01	Small_Purple Heart	Purple Heart's soft jelly armor.
m171_02	Small_Purple Heart	Purple Heart's soft jelly armor. Great for treating insomnia.
m172_01	Small_Aurora Heart	Aurora Heart's jelly armor that shines like the aurora.
m172_02	Small_Aurora Heart	Aurora Heart's aurora-colored jelly armor. An excellent teaser.
m173_01	Big_Red Heart	Red Heart’s rose-colored jelly armor. Sullen and moody.
m173_02	Big_Red Heart	Red Heart's rose-colored jelly armor. Just try to beat this heat.
m174_01	Big_Yellow Heart	Yellow Heart's shiny jelly armor. So mad it's practically fuming.
m174_02	Big_Yellow Heart	Yellow Heart's shiny jelly armor. The light of hope shines bright within its bosom.
m175_01	Big_Green Heart	Green Heart's shiny jelly armor. Really takes to the weakest demons.
m175_02	Big_Green Heart	Green Heart's shiny jelly armor. Smells like nature.
m176_01	Big_Blue Heart	Blue Heart's shiny jelly armor. Sings a mean accompaniment at karaoke.
m176_02	Big_Blue Heart	Blue Heart’s shiny jelly armor. Its song of triumph is a real show stopper.
m177_01	Big_Purple Heart	Purple Heart's shiny jelly armor. Kind of a loner.
m177_02	Big_Purple Heart	Purple Heart's shiny jelly armor. Loner or not, it refuses to cry in sadness.
m178_01	Big_Aurora Heart	Aurora Heart's jelly armor that glitters like the aurora.
m178_02	Big_Aurora Heart	Aurora Heart's jelly armor that shines in the colors of the aurora. Never gets stiff shoulders, since it doesn't HAVE shoulders.
m185_01	Silent_Actyon	The standard form of Actyon, protector of virgins.
m185_02	Reclusive_Actyon	Actyon after surging in power thanks to Diana's blessing.
m185_10	Dark Night_Actyon	
m187_01	Drifting_Dagon	Scales for Dagon after achieving open ocean enlightenment.
m187_02	Wandering_Dagon	Scales for Dagon after achieving deep-sea enlightenment.
m188_01	Ancient_Gold Coin	A combat suit for a gold coin engraved with an ancient ruler's face.
m188_02	Greedy_Gold Coin	Rejoice, for none but Lord Mammon issued this coin!
m189_01	Startling_Mimic	A treasure chest that will guard your precious belongings.
m189_02	Horror_Mimic	A treasure chest that will guard your sole prized possession.
m190_01	Hot-Blooded_Boxer	Boxer's combat suit. Made with stolen treasure.
m190_02	Fiery_Boxer	Boxer's combat suit. Made with ill-gotten gains.
m191_00	Chimera's_Tombstone	Chimera's Tombstone, now with extra vengeful spirits.
m191_01	Silent_Chimera	You found Chimera's combat suit at an abandoned gravesite.
m191_02	Apocalyptic_Chimera	You found Chimera's combat suit at a witch's grave.
m192_01	Flame King_Blood Dragon	A Blood Dragon's combat suit. Purified with kingsfire.
m192_02	Flame Emperor_Blood Dragon	A Blood Dragon's combat suit. Purified with the emperor's flames.
m193_01	Yackety_Pompoms	Pompom's combat suit. Made with hand-plucked cat fur.
m193_02	Jabbering_Pompoms	Pompom's combat suit. Made with hand-plucked demon hair.
m194_01	Green-Feathered_Gron	A combat suit born out of Gron's woodland dreams.
m194_02	Green Winged_Gron	A combat suit born out of Gron's prairie dreams.
m195_01	Light-Feathered_Liron	A combat suit born out of Liron's moonlight dreams.
m195_02	Light-Winged_Liron	A combat suit born out of Liron's sunlight dreams.
m196_01	Red-Feathered_Firon	A combat suit born out of Firon's match-burning dreams.
m196_02	Red-Winged_Firon	A combat suit born out of Firon's campfire dreams.
m197_01	Water-Feathered_Charonn	A combat suit born out of Charonn's storm dreams.
m197_02	Water-Winged_Charonn	A combat suit born out of Charonn's lake dreams.
m198_01	Black-Feathered_Daron	A combat suit born out of Daron's blackest night dreams.
m198_02	Black-Winged_Daron	A combat suit born out of Daron's darkest night dreams.
m199_01	Ice King_Azure Dragon	Azure Dragon's combat suit. Baptized in the king's own holy water.
m199_02	Ice Emperor_Azure Dragon	Azure Dragon's combat suit. Baptized in the king's finest ale.
m200_00	_Ankh	A mysterious Canopus vase in which Ankh's pactmaker sleeps.
m200_01	Guard_Ankh	Ankh's crossed arms are so tough that they can never be un-crossed.
m200_02	Enforcer_Ankh	Ankh's crossed arms are tougher than the toughest chain.
m201_00	Mister_Screw	A screw that gives off just a hint of magic.\You can almost see it twitching.
m201_01	Bombing_Mech Commander	The defeated soldier's battle never ends...
m201_02	Blasting_Mech Commander	The defeated soldier's revenge begins now!
m202_00	_Screw	A screw that gives off just a hint of magic.\You can see it rattling.
m202_01	Armed_Mech Soldier	Master's orders are absolute!\Mech Soldier's battle begins now.
m202_02	Teeth Armed_Mech Soldier	Master's will is absolute!\Mech Soldier's battle begins now.
m203_01	Twirling_Bremen	Its anthropomorphic cymbal silhouette is very attractive.
m203_02	Spinning_Bremen	Magic world, magic cymbals, magic Bremen...
m206_01	Relentless_Boss Pig	A funky outfit for a plucky pig.
m206_02	Murderous_Boss Pig	A crazy outfit for a heroic pig.
m211_01	Archer_Angel Lot	The heart-tipped arrow of the seeker of love,\Angel Lot, pointed at you.
m211_02	Sharpshooter_Angel Lot	The heart-tipped arrow of the warrior of love, Angel Lot, pointed at you.
m212_01	Emerald_Rune	One of Cleopatra's servants, decorated in emerald.
m212_02	Pharaoh_Rune	One of Cleopatra's servants, sworn to protect the pharaoh's throne.
m215_01	Passionate Ruler_Aurora King	A ruler holds close to his ambition, rora!\Au am a passionate ruler with great dreams, rora!
m215_02	Fervent Ruler_Aurora King	Run towards the sunset, rora!\Follow close to this fervent ruler, rora!
m215_88	Fervent Ruler_Aurora King	Run towards the sunset, rora!\Follow close to this fervent ruler, rora!
m215_89	Passionate Ruler_Aurora King	A ruler holds close to his ambition, rora!\Au am a passionate ruler with great dreams, rora!
m216_01	Silent_Fairy	Siiilent legs... Hoooly arms...
m216_02	Holiday_Fairy	Never underestimate the power of fairy prayer.
m217_01	Silent_Red Nose	You can almost feel the pride of being the world's fastest reindeer.
m217_02	Holiday_Red Nose	Powered up to pull the world's biggest sled.
m223_01	Good Kid's_Gift Bag	A giant tooth for the Gift Bag that only eats those on the nice list.
m223_02	Bad Kid's_Gift Bag	A looong tongue for the Gift Bag that also eats those on the naughty list.
m225_01	Hyper_Cosmim	Cute jelly armor with the power of space.
m225_02	Hyper_Cosmim	Cute jelly armor with the power of space.
m228_89	Golden_Charinn	A dark type Charinn.
m229_01	Super_Cosmim	Pretends not to care, but secretly burns with passion for you.
m229_02	Super_Cosmim	Pretends not to care, but secretly burns with passion for you.
m230_01	Giga_Cosmim	The zenith of evolution. The golden crown of the King of the Cosmims.
m230_02	Giga_Cosmim	The zenith of evolution. The golden crown of the King of the Cosmims.
m231_01	Grave_Cross	
m231_02	Deadman's_Cross	
m232_89	Golden_Charinn	A water type Charinn.
m233_89	Golden_Charinn	A fire type Charinn.
m234_89	Golden_Charinn	A light type Charinn.
m235_89	Golden_Charinn	A wood type Charinn.
m236_89	Giant_Aurora King	A fire Aurora King.
m237_89	Giant_Aurora King	A wood type Aurora King.
m238_89	Giant_Aurora King	A light type Aurora King.
m239_89	Giant_Aurora King	A water type Aurora King.
m245_01	Abandoned_Creature	A pitiful monster abandoned by its creator.
m245_02	The Creator's_Creature	This abandoned monster is not nameless.\The one and only Creature.
m253_01	Rabbit_YUKINE	YUKINE, a rabbit who follows SNOW MIKU everywhere.
m253_02	Rabbit_YUKINE	YUKINE, a rabbit who follows SNOW MIKU everywhere.
m254_01	Mini_Davi	Made from a fragment of Archfiend Davi III.
m254_02	Mascot_Davi	Made from the dreams of Archfiend Davi III.
m255_01	Toy_Ampoule	Poison created from bitter and painful emotions.
m255_02	Venom_Ampoule	The ultimate, indiscriminate poison of death that spreads despair.
m256_89	Giant_Aurora King	A dark type Aurora King.
m261_01	Two-Sided_Moa	A dress customized\for the only two Moas in the world.
m261_02	Monochrome_Moa	Where there is light, there is also darkness.\A bold new Moa is about to hit the scene!
m261_88	Monochrome_Moa	
m262_89	Return_Cocoon	
m263_01	Rabbit_YUKINE	
sc001_01	Hot Spring_Mona	Mona bathing in the hot spring
sc002_01	Hot Spring_Lisa	Lisa bathing in the hot spring
sc003_01	Hot Spring_Davi	Davi bathing in the hot spring
sc004_01	Hot Spring_Cheoyong	Cheoyong bathing in the hot spring
sc005_01	Hot Spring_Mars	Mars bathing in the hot spring
sc007_01	Hot Spring_Phoenix	Phoenix bathing in the hot spring
sc008_01	Hot Spring_Frigga	Frigga bathing in the hot spring
sc009_01	Hot Spring_Hector	Hector bathing in the hot spring
sc010_01	Hot Spring_Demeter	Demeter bathing in the hot spring
sc011_01	Hot Spring_Deino	Deino bathing in the hot spring
sc012_01	Hot Spring_Agamemnon	Agamemnon bathing in the hot spring
sc013_01	Hot Spring_Artemis	Artemis bathing in the hot spring
sc014_01	Hot Spring_Astraea	Astraea bathing in the hot spring
sc017_01	Hot Spring_Cu Sith	Cu Sith bathing in the hot spring
sc018_01	Hot Spring_Korra	Korra bathing in the hot spring
sc019_01	Hot Spring_Eris	Eris bathing in the hot spring
sc020_01	Hot Spring_Fortuna	Fortuna bathing in the hot spring
sc022_01	Hot Spring_Mayahuel	Mayahuel bathing in the hot spring
sc026_01	Hot Spring_Eos	Eos bathing in the hot spring
sc027_01	Hot Spring_Cynthia	Cynthia bathing in the hot spring
sc028_01	Hot Spring_Leda	Leda bathing in the hot spring
sc029_01	Hot Spring_Selene	Selene bathing in the hot spring
sc030_01	Hot Spring_Detective Girl	Detective Girl bathing in the hot spring
sc031_01	Hot Spring_Freyja	Freyja bathing in the hot spring
sc032_01	Hot Spring_Alecto	Alecto bathing in the hot spring
sc033_01	Hot Spring_Diana	Diana bathing in the hot spring
sc034_01	Hot Spring_Mnemosyne	Mnemosyne bathing in the hot spring
sc035_01	Hot Spring_Persephone	Persephone bathing in the hot spring
sc036_01	Hot Spring_Hermes	Hermes bathing in the hot spring
sc037_01	Hot Spring_Judas	Judas bathing in the hot spring
sc038_01	Hot Spring_Calypso	Calypso bathing in the hot spring
sc039_01	Hot Spring_Morrigan	Morrigan bathing in the hot spring
sc040_01	Hot Spring_Shamash	Shamash bathing in the hot spring
sc041_01	Hot Spring_Tiamat	Tiamat bathing in the hot spring
sc043_01	Hot Spring_Hera	Hera bathing in the hot spring
sc044_01	Hot Spring_Pantheon	Pantheon bathing in the hot spring
sc045_01	Hot Spring_Aria	Aria bathing in the hot spring
sc047_01	Hot Spring_Hestia	Hestia bathing in the hot spring
sc048_01	Hot Spring_Neamhain	Neamhain bathing in the hot spring
sc049_01	Hot Spring_Maat	Maat bathing in the hot spring
sc051_01	Hot Spring_Frej	Frej bathing in the hot spring
sc052_01	Hot Spring_Berit	Berit bathing in the hot spring
sc053_01	Hot Spring_Metis	Metis bathing in the hot spring
sc054_01	Hot Spring_Legend	Legend bathing in the hot spring
sc056_01	Hot Spring_Jeanne d'Arc	Jeanne d'Arc bathing in the hot spring
sc057_01	Hot Spring_Lan Fei	Lan Fei bathing in the hot spring
sc058_01	Hot Spring_Nirrti	Nirrti bathing in the hot spring
sc060_01	Hot Spring_Tisiphone	Tisiphone bathing in the hot spring
sc061_01	Hot Spring_Siren	Siren bathing in the hot spring
sc062_01	Hot Spring_Europa	Europa bathing in the hot spring
sc063_01	Hot Spring_Freesia	Freesia bathing in the hot spring
sc064_01	Hot Spring_Medusa	Medusa bathing in the hot spring
sc065_01	Hot Spring_Erato	Erato bathing in the hot spring
sc066_01	Hot Spring_Aten	Aten bathing in the hot spring
sc067_01	Hot Spring_Thanatos	Thanatos bathing in the hot spring
sc068_01	Hot Spring_Ambrosia	Ambrosia bathing in the hot spring
sc069_01	Hot Spring_Ptah	Ptah bathing in the hot spring
sc072_01	Hot Spring_Fenrir	Fenrir bathing in the hot spring
sc073_01	Hot Spring_Navi	Navi bathing in the hot spring
sc073_02	Hot Spring_Navi	Navi bathing in the hot spring
sc074_01	Hot Spring_Quirinus	Quirinus bathing in the hot spring
sc082_01	Hot Spring_Calchas	Calchas bathing in the hot spring
sc083_01	Hot Spring_Neith	Neith bathing in the hot spring
sc086_01	Hot Spring_Goga	Goga bathing in the hot spring
sc090_01	Hot Spring_Vulcan	Vulcan bathing in the hot spring
sc095_01	Hot Spring_Vesta	Vesta bathing in the hot spring
sc099_01	Hot Spring_Melpomene	Melpomene bathing in the hot spring
sc101_01	Hot Spring_Syrinx	Syrinx bathing in the hot spring
sc106_01	Hot Spring_Medeia	Medeia bathing in the hot spring
sc107_01	Hot Spring_Apollo	Apollo bathing in the hot spring
sc112_01	Hot Spring_Elias	Elias bathing in the hot spring
sc115_01	Hot Spring_Sonnet	Sonnet bathing in the hot spring
sc117_01	Hot Spring_Yaga	Yaga bathing in the hot spring
sc120_01	Hot Spring_Flora	Flora bathing in the hot spring
sc121_01	Hot Spring_Muse	Muse bathing in the hot spring
sc123_01	Hot Spring_Baphomet	Baphomet bathing in the hot spring
sc124_01	Hot Spring_Eve	Eve bathing in the hot spring
sc126_01	Hot Spring_Salmacis	Salmacis bathing in the hot spring
sc127_01	Hot Spring_Bastet	Bastet bathing in the hot spring
sc130_01	Hot Spring_Genius	Genius bathing in the hot spring
sc132_01	Hot Spring_Midas	Midas bathing in the hot spring
sc133_01	Hot Spring_Titania	Titania bathing in the hot spring
sc135_01	Hot Spring_Valkyrie	Valkyrie bathing in the hot spring
sc139_01	Hot Spring_Pomona	Pomona bathing in the hot spring
sc141_01	Hot Spring_Amor	Amor bathing in the hot spring
sc142_01	Hot Spring_Hypnos	Hypnos bathing in the hot spring
sc147_01	Hot Spring_Baal	Baal bathing in the hot spring
sc148_01	Hot Spring_Inanna	Inanna bathing in the hot spring
sc149_01	Hot Spring_Rusalka	Rusalka bathing in the hot spring
sc153_01	Hot Spring_Epona	Epona bathing in the hot spring
sc154_01	Hot Spring_Thoth	Thoth bathing in the hot spring
sc156_01	Hot Spring_Elizabeth	Elizabeth bathing in the hot spring
sc158_01	Hot Spring_Naias	Naias bathing in the hot spring
sc164_01	Hot Spring_Ishtar	Ishtar bathing in the hot spring
sc167_01	Hot Spring_Chang'e	Chang'e bathing in the hot spring
sc169_01	Hot Spring_Euros	Euros bathing in the hot spring
sc172_01	Hot Spring_Yuna	Yuna bathing in the hot spring
sc173_01	Hot Spring_Daoine Sidhe	Daoine Sidhe bathing in the hot spring
sc174_01	Hot Spring_A.I	A.I bathing in the hot spring
sc175_01	Hot Spring_Red Cross	Red Cross bathing in the hot spring
sc176_01	Hot Spring_Eshu	Eshu bathing in the hot spring
sc178_01	Hot Spring_Morgana	Morgana bathing in the hot spring
sc180_01	Hot Spring_Mammon	Mammon bathing in the hot spring
sc183_01	Hot Spring_Dana	Dana bathing in the hot spring
sc184_01	Hot Spring_Elysion	Elysion bathing in the hot spring
sc187_01	Hot Spring_Thetis	Thetis bathing in the hot spring
sc188_01	Hot Spring_Atalanta	Atalanta bathing in the hot spring
sc189_01	Hot Spring_Kratos	Kratos bathing in the hot spring
sc190_01	Hot Spring_Isis	Isis bathing in the hot spring
sc191_01	Hot Spring_Sekhmet	Sekhmet bathing in the hot spring
sc194_01	Hot Spring_Ashtoreth	Ashtoreth bathing in the hot spring
sc195_01	Hot Spring_Cybele	Cybele bathing in the hot spring
sc196_01	Hot Spring_Idun	Idun bathing in the hot spring
sc198_01	Hot Spring_Zelos	Zelos bathing in the hot spring
sc199_01	Hot Spring_Aurora	Aurora bathing in the hot spring
sc200_01	Hot Spring_Seshat	Seshat bathing in the hot spring
sc202_01	Hot Spring_Victorix	Victorix bathing in the hot spring
sc205_01	Hot Spring_Merlin	Merlin bathing in the hot spring
sc208_01	Hot Spring_Firo	Firo bathing in the hot spring
sc209_01	Hot Spring_Hecate	Hecate bathing in the hot spring
sc210_01	Hot Spring_Tartarus	Tartarus bathing in the hot spring
sc214_01	Hot Spring_Jupiter	Jupiter bathing in the hot spring
sc216_01	Hot Spring_Werewolf	Werewolf bathing in the hot spring
sc220_01	Hot Spring_Atropos	Atropos bathing in the hot spring
sc221_01	Hot Spring_Jana	Jana bathing in the hot spring
sc222_01	Hot Spring_El Dorado	El Dorado bathing in the hot spring
sc225_01	Hot Spring_Rudolph	Rudolph bathing in the hot spring
sc227_01	Hot Spring_Mafdet	Mafdet bathing in the hot spring
sc229_01	Hot Spring_Brownie	Brownie bathing in the hot spring
sc230_01	Hot Spring_Skuld	Skuld bathing in the hot spring
sc232_01	Hot Spring_Daphne	Daphne bathing in the hot spring
sc233_01	Hot Spring_Arges	Arges bathing in the hot spring
sc234_01	Hot Spring_Hercules	Hercules bathing in the hot spring
sc235_01	Hot Spring_Danu	Danu bathing in the hot spring
sc238_01	Hot Spring_Medb	Medb bathing in the hot spring
sc242_01	Hot Spring_Ailill	Ailill bathing in the hot spring
sc246_01	Hot Spring_Krampus	Krampus bathing in the hot spring
sc247_01	Hot Spring_Myrina	Myrina bathing in the hot spring
sc253_01	Hot Spring_Nicole	Nicole bathing in the hot spring
sc262_01	Hot Spring_Daphnis	Daphnis bathing in the hot spring
sc266_01	Hot Spring_Horus	Horus bathing in the hot spring
sc267_01	Hot Spring_Cleopatra	Cleopatra bathing in the hot spring
sc274_01	Hot Spring_Bast	Bast bathing in the hot spring
sc277_01	Hot Spring_Leuce	Leuce bathing in the hot spring
sc280_01	Hot Spring_Tyche	Tyche bathing in the hot spring
sc281_01	Hot Spring_Thisbe	Thisbe bathing in the hot spring
sc281_02	Hot Spring_Thisbe	Thisbe bathing in the hot spring
sc283_01	Hot Spring_Morgan	Morgan bathing in the hot spring
sc286_01	Hot Spring_Verdelet	Verdelet bathing in the hot spring
sc287_01	Hot Spring_Salome	Salome bathing in the hot spring
sc289_01	Hot Spring_Durandal	Durandal bathing in the hot spring
sc290_01	Hot Spring_Brigid	Brigid bathing in the hot spring
sc292_01	Hot Spring_Luin	Luin bathing in the hot spring
sc294_01	Hot Spring_Bathory	Bathory bathing in the hot spring
sc295_01	Hot Spring_Unknown	Unknown bathing in the hot spring
sc296_01	Hot Spring_Hildr	Hildr bathing in the hot spring
sc299_01	Hot Spring_Santa Claus	Santa Claus bathing in the hot spring
sc300_01	Hot Spring_Pietas	Pietas bathing in the hot spring
sc301_01	Hot Spring_Jacheongbi	Jacheongbi bathing in the hot spring
sc305_01	Hot Spring_Rita	Rita bathing in the hot spring
sc308_01	Hot Spring_Kubaba	Kubaba bathing in the hot spring
sc310_01	Hot Spring_Bes	Bes bathing in the hot spring
sc311_01	Hot Spring_Khepri	Khepri bathing in the hot spring
sc312_01	Hot Spring_Tyrving	Tyrving bathing in the hot spring
sc316_01	Hot Spring_Wodan	Wodan bathing in the hot spring
sc317_01	Hot Spring_Babel	Babel bathing in the hot spring
sc318_01	Hot Spring_Bari	Bari bathing in the hot spring
sc319_01	Hot Spring_Willow Doryeong	Willow Doryeong bathing in the hot spring
sc321_01	Hot Spring_Luna	Luna bathing in the hot spring
sc324_01	Hot Spring_Mona	Mona bathing in the hot spring
sc332_01	Hot Spring_Ganesha	Ganesha bathing in the hot spring
sc336_01	Hot Spring_Pan	Pan bathing in the hot spring
sc338_01	Hot Spring_Pomona	Pomona bathing in the hot spring
sc339_01	Hot Spring_Davi	Davi bathing in the hot spring
sc344_01	Hot Spring_Isolde	Isolde bathing in the hot spring
sc345_01	Hot Spring_Anemone	Anemone bathing in the hot spring
sc346_01	Hot Spring_Tristan	Tristan bathing in the hot spring
sc347_01	Hot Spring_Dana	Dana bathing in the hot spring
sc348_01	Hot Spring_Mars♥	Mars♥ bathing in the hot spring
sc349_01	Hot Spring_Saturn♥	Saturn♥ bathing in the hot spring
sc350_01	Hot Spring_Neptune♥	Neptune♥ bathing in the hot spring
sc351_01	Hot Spring_Venus♥	Venus♥ bathing in the hot spring
sc353_01	Hot Spring_Charlotte	Charlotte bathing in the hot spring
sc354_01	Hot Spring_Demeter	Demeter bathing in the hot spring
sc355_01	Hot Spring_Chang'e	Chang'e bathing in the hot spring
sc360_01	Hot Spring_Maat	Maat bathing in the hot spring
sc364_01	Hot Spring_Sytry	Sytry bathing in the hot spring
sc365_01	Hot Spring_Lisa	Lisa bathing in the hot spring
sc366_01	Hot Spring_Deino	Deino bathing in the hot spring
sc367_01	Hot Spring_Davi	Davi bathing in the hot spring
sc370_01	Hot Spring_Mona	Mona bathing in the hot spring
sc371_01	Hot Spring_Lisa	Lisa bathing in the hot spring
sc372_01	Hot Spring_Davi	Davi bathing in the hot spring
sc373_01	Hot Spring_Midas	Midas bathing in the hot spring
sc374_01	Hot Spring_Hildr	Hildr bathing in the hot spring
sc377_01	Hot Spring_Iphis	Iphis bathing in the hot spring
sc378_01	Hot Spring_Pallas	Pallas bathing in the hot spring
sc379_01	Hot Spring_Athena	Athena bathing in the hot spring
sc381_01	Hot Spring_Sytry	Sytry bathing in the hot spring
sc382_01	Hot Spring_Neamhain	Neamhain bathing in the hot spring
sc383_01	Hot Spring_Frej	Frej bathing in the hot spring
sc385_01	Hot Spring_Marie Rose	Marie Rose bathing in the hot spring
sc386_01	Hot Spring_Kasumi	Kasumi bathing in the hot spring
sc387_01	Hot Spring_Honoka	Honoka bathing in the hot spring
sc390_01	Hot Spring_Eochaid	Eochaid bathing in the hot spring
sc391_01	Hot Spring_Medb	Medb bathing in the hot spring
sc392_01	Hot Spring_Davi	Davi bathing in the hot spring
sc393_01	Hot Spring_Mona	Mona bathing in the hot spring
sc394_01	Hot Spring_Bathory	Bathory bathing in the hot spring
sc395_01	Hot Spring_Eve	Eve bathing in the hot spring
sc396_01	Hot Spring_Werewolf	Werewolf bathing in the hot spring
sc397_01	Hot Spring_Leda	Leda bathing in the hot spring
sc402_01	Hot Spring_Noel	Noel bathing in the hot spring
sc403_01	Hot Spring_Makoto	Makoto bathing in the hot spring
sc404_01	Hot Spring_Nine	Nine bathing in the hot spring
sc405_01	Hot Spring_Luin	Luin bathing in the hot spring
sc406_01	Hot Spring_Serval	Serval bathing in the hot spring
sc407_01	Hot Spring_Raccoon	Raccoon bathing in the hot spring
sc408_01	Hot Spring_Fennec	Fennec bathing in the hot spring
sc409_01	Hot Spring_Limos	Limos bathing in the hot spring
sc410_01	Hot Spring_Failnaught	Failnaught bathing in the hot spring
sc414_01	Hot Spring_Billy	Billy bathing in the hot spring
sc415_01	Hot Spring_Annie	Annie bathing in the hot spring
sc416_01	Hot Spring_Keino	Keino bathing in the hot spring
sc417_01	Hot Spring_Tamamo	Tamamo bathing in the hot spring
sc418_01	Hot Spring_Mafdet	Mafdet bathing in the hot spring
sc419_01	Hot Spring_Catherine	Catherine bathing in the hot spring
sc420_01	Hot Spring_Katherine	Katherine bathing in the hot spring
sc421_01	Hot Spring_Rin	Rin bathing in the hot spring
sc451_01	Hot Spring_Ayane	Ayane bathing in the hot spring
sc452_01	Hot Spring_Leifang	Leifang bathing in the hot spring
sm003_01	Hot Spring_Fire Dragon	Fire Dragon bathing in the hot spring
sm004_01	Hot Spring_Ice Dragon	Ice Dragon bathing in the hot spring
sm004_02	Hot Spring_Ice Dragon	Ice Dragon bathing in the hot spring
sm007_01	Hot Spring_Teddy	Teddy bathing in the hot spring
sm036_01	Hot Spring_Messenger	Messenger bathing in the hot spring
sm037_01	Hot Spring_Chaser	Chaser bathing in the hot spring
sm038_01	Hot Spring_Diablo	Diablo bathing in the hot spring
sm039_01	Hot Spring_Kali Yuga	Kali Yuga bathing in the hot spring
sm040_01	Hot Spring_Chain Killer	Chain Killer bathing in the hot spring
sm045_01	Hot Spring_Bouquet	Bouquet bathing in the hot spring
sm049_01	Hot Spring_Skull	Skull bathing in the hot spring
sm050_01	Hot Spring_Guillotine	Guillotine bathing in the hot spring
sm051_01	Hot Spring_Hades	Hades bathing in the hot spring
sm052_01	Hot Spring_Basilisk	Basilisk bathing in the hot spring
sm053_01	Hot Spring_Hydra	Hydra bathing in the hot spring
sm054_01	Hot Spring_Gomorrah	Gomorrah bathing in the hot spring
sm054_02	Hot Spring_Gomorrah	Gomorrah bathing in the hot spring
sm056_01	Hot Spring_Abaddon	Abaddon bathing in the hot spring
sm057_01	Hot Spring_Olga	Olga bathing in the hot spring
sm059_01	Hot Spring_Bazooka	Bazooka bathing in the hot spring
sm063_01	Hot Spring_Ampoule	Ampoule bathing in the hot spring
sm077_01	Hot Spring_Moa	Moa bathing in the hot spring
sm124_01	Hot Spring_Watcher	Watcher bathing in the hot spring
sm124_02	Hot Spring_Watcher	Watcher bathing in the hot spring
sm125_01	Hot Spring_Watcher	Watcher bathing in the hot spring
sm125_02	Hot Spring_Watcher	Watcher bathing in the hot spring
sm126_01	Hot Spring_Watcher	Watcher bathing in the hot spring
sm126_02	Hot Spring_Watcher	Watcher bathing in the hot spring
sm127_01	Hot Spring_Watcher	Watcher bathing in the hot spring
sm127_02	Hot Spring_Watcher	Watcher bathing in the hot spring
sm128_01	Hot Spring_Watcher	Watcher bathing in the hot spring
sm128_02	Hot Spring_Watcher	Watcher bathing in the hot spring
sm136_01	Hot Spring_Lady	Lady bathing in the hot spring
sm137_01	Hot Spring_Bellboy	Bellboy bathing in the hot spring
sm141_01	Hot Spring_Halloween	Halloween bathing in the hot spring
sm142_01	Hot Spring_Revenge Girl	Revenge Girl bathing in the hot spring
sm143_01	Hot Spring_Revenge Girl	Revenge Girl bathing in the hot spring
sm144_01	Hot Spring_Revenge Girl	Revenge Girl bathing in the hot spring
sm145_01	Hot Spring_Revenge Girl	Revenge Girl bathing in the hot spring
sm146_01	Hot Spring_Revenge Girl	Revenge Girl bathing in the hot spring
sm148_01	Hot Spring_Won	Won bathing in the hot spring
sm149_01	Hot Spring_Hertz	Hertz bathing in the hot spring
sm150_01	Hot Spring_Hat-Trick	Hat-Trick bathing in the hot spring
sm151_01	Hot Spring_Arms	Arms bathing in the hot spring
sm152_01	Hot Spring_Fighter	Fighter bathing in the hot spring
sm153_01	Hot Spring_Manti	Manti bathing in the hot spring
sm154_01	Hot Spring_Gungnir	Gungnir bathing in the hot spring
sm189_01	Hot Spring_Mimic	Mimic bathing in the hot spring
sm190_01	Hot Spring_Boxer	Boxer bathing in the hot spring
sm191_01	Hot Spring_Chimera	Chimera bathing in the hot spring
sm192_01	Hot Spring_Blood Dragon	Blood Dragon bathing in the hot spring
sm193_01	Hot Spring_Pompoms	Pompoms bathing in the hot spring
sm194_01	Hot Spring_Gron	Gron bathing in the hot spring
sm194_02	Hot Spring_Gron	Gron bathing in the hot spring
sm195_01	Hot Spring_Liron	Liron bathing in the hot spring
sm195_02	Hot Spring_Liron	Liron bathing in the hot spring
sm196_01	Hot Spring_Firon	Firon bathing in the hot spring
sm196_02	Hot Spring_Firon	Firon bathing in the hot spring
sm197_01	Hot Spring_Charonn	Charonn bathing in the hot spring
sm197_02	Hot Spring_Charonn	Charonn bathing in the hot spring
sm198_01	Hot Spring_Daron	Daron bathing in the hot spring
sm198_02	Hot Spring_Daron	Daron bathing in the hot spring
sm199_01	Hot Spring_Azure Dragon	Azure Dragon bathing in the hot spring
sm200_01	Hot Spring_Ankh	Ankh bathing in the hot spring
sm201_01	Hot Spring_Mech Commander	Mech Commander bathing in the hot spring
sm201_02	Hot Spring_Mech Commander	Mech Commander bathing in the hot spring
sm202_01	Hot Spring_Mech Soldier	Mech Soldier bathing in the hot spring
sm202_02	Hot Spring_Mech Soldier	Mech Soldier bathing in the hot spring
sm203_01	Hot Spring_Bremen	Bremen bathing in the hot spring
sm203_02	Hot Spring_Bremen	Bremen bathing in the hot spring
sm206_01	Hot Spring_Boss Pig	Boss Pig bathing in the hot spring
sm206_02	Hot Spring_Boss Pig	Boss Pig bathing in the hot spring
sm211_01	Hot Spring_Angel Lot	Angel Lot bathing in the hot spring
sm211_02	Hot Spring_Angel Lot	Angel Lot bathing in the hot spring
sm212_01	Hot Spring_Rune	Rune bathing in the hot spring
sm212_02	Hot Spring_Rune	Rune bathing in the hot spring
sm215_01	Hot Spring_Aurora King	Aurora King bathing in the hot spring
sm215_02	Hot Spring_Aurora King	Aurora King bathing in the hot spring
sm216_01	Hot Spring_Fairy	Fairy bathing in the hot spring
